"V1"
"54001"	65.638
"54261"	2.3107
"54553"	1.0421
"76001"	239.4925
"88001"	7.1946
"54498"	9.8992
"85010"	3.9664
"86001"	4.2882
"54874"	9.0544
"85410"	2.2726
"85162"	1.5021
"86568"	6.0792
"05088"	46.4614
"08001"	122.3616
"13001"	101.3389
"23001"	44.7668
"41319"	2.1666
"70001"	27.9031
"05001"	248.6723
"13836"	7.3179
"15480"	0.8914
"70820"	3.3871
"05154"	11.4902
"05360"	27.0903
"41885"	0.9064
"15518"	0.167
"15572"	5.5694
"50001"	49.5227
"81001"	8.9712
"13433"	2.6126
"44001"	26.8712
"47551"	3.3753
"70823"	1.8895
"73349"	2.4547
"08758"	63.2183
"50568"	1.8678
"73001"	55.8805
"95025"	2.3364
"08433"	12.3265
"13468"	4.446
"25307"	10.5701
"47001"	49.1535
"47189"	10.4617
"47555"	5.8822
"85001"	14.2979
"86885"	2.1215
"08078"	5.8426
"08638"	9.9246
"13688"	4.296
"20001"	46.3219
"20011"	9.3917
"41001"	34.4026
"66001"	47.2
"70215"	6.283
"70473"	1.4583
"73026"	0.8816
"73268"	7.6149
"73275"	2.9199
"85440"	2.4078
"86571"	2.3835
"08685"	2.5449
"08832"	1.1024
"13657"	3.3623
"17442"	0.9162
"19001"	28.0054
"25488"	1.8856
"25599"	0.7812
"25612"	0.9579
"41298"	9.0187
"54405"	7.7474
"66075"	0.6331
"66170"	20.0832
"70708"	5.7775
"73443"	3.3329
"73449"	3.6339
"73483"	2.2516
"08573"	2.6989
"17380"	7.7355
"18001"	17.5407
"20238"	2.6587
"23464"	1.4962
"25035"	1.3514
"41349"	0.6957
"41357"	1.2959
"44035"	2.7102
"47798"	1.223
"50689"	2.4992
"54673"	0.5537
"54810"	3.6708
"68001"	52.8269
"68406"	3.9398
"70221"	1.3779
"70702"	1.2557
"70771"	2.2403
"73319"	3.2113
"73408"	1.7395
"73671"	1.4385
"05045"	18.3716
"05837"	16.3525
"23162"	9.2304
"23574"	3.0019
"23807"	10.2348
"25001"	1.091
"25290"	13.7164
"25398"	0.7035
"25815"	1.8501
"25875"	2.527
"41132"	3.447
"44430"	15.9675
"54344"	1.0722
"54660"	0.8942
"70110"	0.9618
"70670"	3.8067
"73148"	0.8835
"08296"	4.3896
"23417"	11.9061
"25245"	2.1949
"25386"	3.1823
"25394"	1.0824
"25718"	1.0742
"25797"	0.9083
"41306"	3.3869
"47288"	5.7397
"47660"	1.7088
"54720"	2.262
"66400"	3.2112
"73168"	4.7248
"81736"	4.7594
"95001"	6.5611
"05579"	4.7717
"13042"	1.9302
"13430"	12.3833
"18256"	2.0528
"23466"	8.3181
"23555"	6.7758
"23670"	4.3874
"41206"	1.2534
"44650"	3.7827
"47053"	3.9924
"47245"	5.5662
"47960"	0.8841
"47980"	6.0941
"54680"	0.2844
"68547"	15.2707
"68669"	0.8432
"73217"	2.8335
"73585"	2.9412
"81065"	4.1743
"08634"	3.2332
"13188"	1.1124
"20614"	1.3994
"23350"	1.5482
"23686"	4.4068
"47030"	1.2647
"47745"	3.2089
"50606"	1.0628
"54051"	0.8972
"54099"	0.702
"68276"	26.6049
"76622"	3.2601
"76834"	21.4095
"05147"	5.722
"23068"	5.2156
"23090"	2.2036
"23675"	3.516
"41016"	2.695
"44279"	3.3785
"63001"	29.8199
"85430"	1.5105
"19573"	4.584
"25320"	3.9063
"41020"	2.4564
"41524"	3.3253
"54172"	1.6513
"54250"	1.0974
"68655"	1.8493
"76041"	1.9451
"76520"	30.6706
"76892"	11.9932
"25402"	1.4326
"41551"	12.8263
"41615"	1.8994
"50006"	7.0469
"68081"	19.1704
"68755"	3.0717
"76147"	13.2959
"91001"	4.1639
"05591"	2.0483
"17877"	1.2438
"18247"	2.2183
"20710"	2.5121
"25878"	1.3342
"41548"	1.3772
"47258"	1.6742
"50313"	6.3451
"50680"	0.9938
"54003"	3.8363
"54239"	0.3735
"63470"	4.1438
"68147"	0.5543
"68689"	3.4759
"73411"	4.0266
"73547"	0.564
"73675"	1.431
"76020"	2.1799
"76111"	11.5026
"76823"	1.6458
"76895"	4.5683
"85325"	0.781
"05120"	3.885
"05172"	7.8148
"18410"	2.3789
"18610"	1.5029
"20045"	1.3388
"20228"	2.4035
"25123"	0.9811
"25258"	0.4807
"25743"	2.202
"44078"	3.5393
"44090"	3.4188
"50226"	1.815
"63594"	3.5036
"68679"	4.5605
"73352"	1.0894
"76109"	40.7675
"76130"	8.2908
"76364"	12.2071
"76869"	1.1142
"76890"	1.6338
"81300"	2.5745
"86320"	5.376
"05042"	2.4724
"05490"	6.3991
"18753"	6.9214
"19698"	9.5041
"20443"	1.4855
"25645"	1.3148
"41013"	0.9113
"41396"	6.3828
"41676"	1.145
"41770"	1.9494
"41807"	2.035
"50683"	0.88
"68307"	18.5314
"73236"	0.8015
"73270"	0.9211
"73624"	2.0542
"76036"	1.7787
"76233"	3.6524
"76275"	5.8343
"76306"	2.1239
"76400"	3.836
"76563"	5.5842
"05761"	1.4821
"17444"	1.5
"25438"	1.0134
"25530"	0.7754
"41026"	0.4377
"50150"	0.9899
"50590"	1.8701
"68255"	1.1646
"68615"	2.6896
"76122"	2.9732
"76248"	5.7747
"76403"	1.3167
"81794"	5.3266
"85225"	0.8867
"85250"	2.6534
"85263"	0.7915
"05480"	2.1077
"05495"	2.7238
"05895"	3.1129
"50318"	0.9403
"54223"	0.7625
"54800"	2.1978
"76100"	1.3303
"76497"	1.5062
"86573"	1.5417
"99773"	3.774
"50573"	3.3854
"50711"	2.5908
"63130"	7.7987
"76318"	3.4799
"25053"	1.233
"50270"	0.3437
"68077"	2.8873
"68296"	0.2244
"85300"	0.2943
