"disease"	"admin1"	"week"	"year"	"cases"
"1727"	"CHIKV"	19	4	2016	1
"1728"	"CHIKV"	20	4	2016	10
"1729"	"CHIKV"	23	4	2016	11
"1730"	"CHIKV"	25	4	2016	24
"1731"	"CHIKV"	41	4	2016	32
"1732"	"CHIKV"	44	4	2016	0
"1733"	"CHIKV"	50	4	2016	52
"1734"	"CHIKV"	54	4	2016	2
"1735"	"CHIKV"	63	4	2016	30
"1736"	"CHIKV"	66	4	2016	38
"1737"	"CHIKV"	68	4	2016	78
"1738"	"CHIKV"	70	4	2016	6
"1739"	"CHIKV"	73	4	2016	104
"1740"	"CHIKV"	76	4	2016	130
"1741"	"CHIKV"	81	4	2016	6
"1742"	"CHIKV"	85	4	2016	3
"1743"	"CHIKV"	86	4	2016	2
"1744"	"CHIKV"	5	5	2016	66
"1745"	"CHIKV"	8	5	2016	73
"1746"	"CHIKV"	17	5	2016	6
"1747"	"CHIKV"	18	5	2016	43
"1748"	"CHIKV"	20	5	2016	11
"1749"	"CHIKV"	23	5	2016	4
"1750"	"CHIKV"	25	5	2016	30
"1751"	"CHIKV"	41	5	2016	29
"1752"	"CHIKV"	44	5	2016	0
"1753"	"CHIKV"	50	5	2016	76
"1754"	"CHIKV"	54	5	2016	7
"1755"	"CHIKV"	63	5	2016	20
"1756"	"CHIKV"	66	5	2016	32
"1757"	"CHIKV"	68	5	2016	49
"1758"	"CHIKV"	70	5	2016	9
"1759"	"CHIKV"	73	5	2016	85
"1760"	"CHIKV"	76	5	2016	215
"1761"	"CHIKV"	81	5	2016	9
"1762"	"CHIKV"	85	5	2016	3
"1763"	"CHIKV"	5	6	2016	20
"1764"	"CHIKV"	8	6	2016	47
"1765"	"CHIKV"	17	6	2016	3
"1766"	"CHIKV"	19	6	2016	6
"1767"	"CHIKV"	20	6	2016	12
"1768"	"CHIKV"	23	6	2016	13
"1769"	"CHIKV"	25	6	2016	5
"1770"	"CHIKV"	41	6	2016	38
"1771"	"CHIKV"	44	6	2016	0
"1772"	"CHIKV"	50	6	2016	70
"1773"	"CHIKV"	54	6	2016	7
"1774"	"CHIKV"	63	6	2016	24
"1775"	"CHIKV"	66	6	2016	50
"1776"	"CHIKV"	68	6	2016	17
"1777"	"CHIKV"	73	6	2016	16
"1778"	"CHIKV"	76	6	2016	190
"1779"	"CHIKV"	81	6	2016	5
"1780"	"CHIKV"	85	6	2016	1
"1781"	"CHIKV"	5	7	2016	18
"1782"	"CHIKV"	8	7	2016	90
"1783"	"CHIKV"	17	7	2016	10
"1784"	"CHIKV"	18	7	2016	2
"1785"	"CHIKV"	19	7	2016	25
"1786"	"CHIKV"	20	7	2016	6
"1787"	"CHIKV"	23	7	2016	8
"1788"	"CHIKV"	25	7	2016	11
"1789"	"CHIKV"	41	7	2016	34
"1790"	"CHIKV"	50	7	2016	18
"1791"	"CHIKV"	54	7	2016	1
"1792"	"CHIKV"	63	7	2016	27
"1793"	"CHIKV"	66	7	2016	39
"1794"	"CHIKV"	68	7	2016	17
"1795"	"CHIKV"	70	7	2016	1
"1796"	"CHIKV"	73	7	2016	8
"1797"	"CHIKV"	76	7	2016	176
"1798"	"CHIKV"	81	7	2016	4
"1799"	"CHIKV"	85	7	2016	1
"1800"	"CHIKV"	5	8	2016	12
"1801"	"CHIKV"	8	8	2016	63
"1802"	"CHIKV"	17	8	2016	4
"1803"	"CHIKV"	18	8	2016	2
"1804"	"CHIKV"	19	8	2016	26
"1805"	"CHIKV"	20	8	2016	2
"1806"	"CHIKV"	23	8	2016	12
"1807"	"CHIKV"	25	8	2016	26
"1808"	"CHIKV"	41	8	2016	42
"1809"	"CHIKV"	50	8	2016	33
"1810"	"CHIKV"	63	8	2016	9
"1811"	"CHIKV"	66	8	2016	23
"1812"	"CHIKV"	68	8	2016	8
"1813"	"CHIKV"	73	8	2016	1
"1814"	"CHIKV"	76	8	2016	121
"1815"	"CHIKV"	85	8	2016	3
"1816"	"CHIKV"	5	9	2016	5
"1817"	"CHIKV"	17	9	2016	2
"1818"	"CHIKV"	18	9	2016	2
"1819"	"CHIKV"	19	9	2016	35
"1820"	"CHIKV"	20	9	2016	1
"1821"	"CHIKV"	23	9	2016	64
"1822"	"CHIKV"	25	9	2016	11
"1823"	"CHIKV"	41	9	2016	24
"1824"	"CHIKV"	50	9	2016	52
"1825"	"CHIKV"	52	9	2016	1
"1826"	"CHIKV"	54	9	2016	2
"1827"	"CHIKV"	63	9	2016	12
"1828"	"CHIKV"	66	9	2016	67
"1829"	"CHIKV"	68	9	2016	12
"1830"	"CHIKV"	73	9	2016	5
"1831"	"CHIKV"	76	9	2016	123
"1832"	"CHIKV"	5	10	2016	17
"1833"	"CHIKV"	19	10	2016	11
"1834"	"CHIKV"	20	10	2016	2
"1835"	"CHIKV"	23	10	2016	17
"1836"	"CHIKV"	41	10	2016	15
"1837"	"CHIKV"	50	10	2016	45
"1838"	"CHIKV"	63	10	2016	15
"1839"	"CHIKV"	66	10	2016	45
"1840"	"CHIKV"	68	10	2016	18
"1841"	"CHIKV"	73	10	2016	7
"1842"	"CHIKV"	76	10	2016	101
"1843"	"CHIKV"	94	10	2016	1
"1844"	"CHIKV"	5	11	2016	1
"1845"	"CHIKV"	18	11	2016	2
"1846"	"CHIKV"	20	11	2016	3
"1847"	"CHIKV"	23	11	2016	5
"1848"	"CHIKV"	25	11	2016	3
"1849"	"CHIKV"	41	11	2016	12
"1850"	"CHIKV"	50	11	2016	28
"1851"	"CHIKV"	63	11	2016	8
"1852"	"CHIKV"	66	11	2016	46
"1853"	"CHIKV"	68	11	2016	7
"1854"	"CHIKV"	73	11	2016	2
"1855"	"CHIKV"	76	11	2016	97
"1856"	"CHIKV"	94	11	2016	1
"1857"	"CHIKV"	5	12	2016	5
"1858"	"CHIKV"	17	12	2016	2
"1859"	"CHIKV"	19	12	2016	1
"1860"	"CHIKV"	23	12	2016	5
"1861"	"CHIKV"	41	12	2016	1
"1862"	"CHIKV"	50	12	2016	38
"1863"	"CHIKV"	54	12	2016	2
"1864"	"CHIKV"	63	12	2016	8
"1865"	"CHIKV"	66	12	2016	18
"1866"	"CHIKV"	68	12	2016	6
"1867"	"CHIKV"	76	12	2016	69
"1868"	"CHIKV"	94	12	2016	1
"1869"	"CHIKV"	5	13	2016	1
"1870"	"CHIKV"	17	13	2016	2
"1871"	"CHIKV"	19	13	2016	1
"1872"	"CHIKV"	20	13	2016	6
"1873"	"CHIKV"	23	13	2016	8
"1874"	"CHIKV"	41	13	2016	12
"1875"	"CHIKV"	50	13	2016	39
"1876"	"CHIKV"	54	13	2016	1
"1877"	"CHIKV"	63	13	2016	10
"1878"	"CHIKV"	66	13	2016	26
"1879"	"CHIKV"	68	13	2016	13
"1880"	"CHIKV"	73	13	2016	3
"1881"	"CHIKV"	76	13	2016	99
"1882"	"CHIKV"	85	13	2016	1
"1883"	"CHIKV"	94	13	2016	2
"1884"	"CHIKV"	5	14	2016	11
"1885"	"CHIKV"	17	14	2016	2
"1886"	"CHIKV"	19	14	2016	4
"1887"	"CHIKV"	20	14	2016	1
"1888"	"CHIKV"	23	14	2016	46
"1889"	"CHIKV"	41	14	2016	8
"1890"	"CHIKV"	50	14	2016	61
"1891"	"CHIKV"	52	14	2016	1
"1892"	"CHIKV"	54	14	2016	1
"1893"	"CHIKV"	63	14	2016	4
"1894"	"CHIKV"	66	14	2016	55
"1895"	"CHIKV"	68	14	2016	43
"1896"	"CHIKV"	76	14	2016	117
"1897"	"CHIKV"	85	14	2016	1
"1898"	"CHIKV"	86	14	2016	1
"1899"	"CHIKV"	5	15	2016	2
"1900"	"CHIKV"	15	15	2016	2
"1901"	"CHIKV"	19	15	2016	5
"1902"	"CHIKV"	20	15	2016	1
"1903"	"CHIKV"	23	15	2016	14
"1904"	"CHIKV"	50	15	2016	44
"1905"	"CHIKV"	63	15	2016	1
"1906"	"CHIKV"	66	15	2016	38
"1907"	"CHIKV"	73	15	2016	2
"1908"	"CHIKV"	76	15	2016	106
"1909"	"CHIKV"	85	15	2016	1
"1910"	"CHIKV"	5	16	2016	1
"1911"	"CHIKV"	19	16	2016	4
"1912"	"CHIKV"	20	16	2016	2
"1913"	"CHIKV"	23	16	2016	7
"1914"	"CHIKV"	50	16	2016	3
"1915"	"CHIKV"	63	16	2016	1
"1916"	"CHIKV"	66	16	2016	89
"1917"	"CHIKV"	76	16	2016	79
"1918"	"CHIKV"	18	17	2016	3
"1919"	"CHIKV"	20	17	2016	1
"1920"	"CHIKV"	23	17	2016	28
"1921"	"CHIKV"	50	17	2016	1
"1922"	"CHIKV"	68	17	2016	11
"1923"	"CHIKV"	76	17	2016	66
"1924"	"CHIKV"	85	17	2016	2
"1925"	"CHIKV"	17	18	2016	1
"1926"	"CHIKV"	20	18	2016	1
"1927"	"CHIKV"	23	18	2016	14
"1928"	"CHIKV"	68	18	2016	4
"1929"	"CHIKV"	76	18	2016	32
"1930"	"CHIKV"	17	19	2016	2
"1931"	"CHIKV"	23	19	2016	16
"1932"	"CHIKV"	76	19	2016	22
"1933"	"CHIKV"	23	20	2016	18
"1934"	"CHIKV"	66	20	2016	1
"1935"	"CHIKV"	76	20	2016	6
"1936"	"CHIKV"	19	21	2016	6
"1937"	"CHIKV"	23	21	2016	9
"1938"	"CHIKV"	63	21	2016	1
"1939"	"CHIKV"	66	21	2016	1
"1940"	"CHIKV"	76	21	2016	10
"1941"	"CHIKV"	17	22	2016	1
"1942"	"CHIKV"	23	22	2016	16
"1943"	"CHIKV"	50	22	2016	4
"1944"	"CHIKV"	76	22	2016	14
"1945"	"CHIKV"	85	22	2016	1
"1946"	"CHIKV"	5	23	2016	21
"1947"	"CHIKV"	8	23	2016	3
"1948"	"CHIKV"	19	23	2016	5
"1949"	"CHIKV"	23	23	2016	11
"1950"	"CHIKV"	76	23	2016	14
"1951"	"CHIKV"	88	23	2016	7
"1952"	"CHIKV"	5	24	2016	2
"1953"	"CHIKV"	17	24	2016	1
"1954"	"CHIKV"	76	24	2016	3
"1955"	"CHIKV"	8	25	2016	5
"1956"	"CHIKV"	17	25	2016	2
"1957"	"CHIKV"	76	25	2016	1
"1958"	"CHIKV"	17	26	2016	2
"1959"	"CHIKV"	76	26	2016	5
"1960"	"CHIKV"	76	27	2016	3
