"disease"	"admin1"	"week"	"year"	"cases"
"1092"	"CHIKV"	47	31	2015	5
"1093"	"CHIKV"	50	31	2015	169
"1094"	"CHIKV"	54	31	2015	5
"1095"	"CHIKV"	63	31	2015	189
"1096"	"CHIKV"	66	31	2015	72
"1097"	"CHIKV"	68	31	2015	181
"1098"	"CHIKV"	70	31	2015	14
"1099"	"CHIKV"	73	31	2015	182
"1100"	"CHIKV"	76	31	2015	1059
"1101"	"CHIKV"	81	31	2015	34
"1102"	"CHIKV"	85	31	2015	101
"1103"	"CHIKV"	86	31	2015	9
"1104"	"CHIKV"	88	31	2015	34
"1105"	"CHIKV"	95	31	2015	29
"1106"	"CHIKV"	99	31	2015	1
"1107"	"CHIKV"	5	32	2015	124
"1108"	"CHIKV"	8	32	2015	67
"1109"	"CHIKV"	13	32	2015	1
"1110"	"CHIKV"	15	32	2015	5
"1111"	"CHIKV"	17	32	2015	24
"1112"	"CHIKV"	18	32	2015	52
"1113"	"CHIKV"	19	32	2015	34
"1114"	"CHIKV"	20	32	2015	2
"1115"	"CHIKV"	23	32	2015	7
"1116"	"CHIKV"	25	32	2015	27
"1117"	"CHIKV"	27	32	2015	6
"1118"	"CHIKV"	41	32	2015	75
"1119"	"CHIKV"	47	32	2015	6
"1120"	"CHIKV"	50	32	2015	113
"1121"	"CHIKV"	52	32	2015	2
"1122"	"CHIKV"	54	32	2015	6
"1123"	"CHIKV"	63	32	2015	163
"1124"	"CHIKV"	66	32	2015	82
"1125"	"CHIKV"	68	32	2015	223
"1126"	"CHIKV"	70	32	2015	11
"1127"	"CHIKV"	73	32	2015	127
"1128"	"CHIKV"	76	32	2015	856
"1129"	"CHIKV"	81	32	2015	42
"1130"	"CHIKV"	85	32	2015	142
"1131"	"CHIKV"	86	32	2015	1
"1132"	"CHIKV"	88	32	2015	205
"1133"	"CHIKV"	95	32	2015	33
"1134"	"CHIKV"	99	32	2015	2
"1135"	"CHIKV"	5	33	2015	53
"1136"	"CHIKV"	8	33	2015	41
"1137"	"CHIKV"	15	33	2015	16
"1138"	"CHIKV"	17	33	2015	14
"1139"	"CHIKV"	18	33	2015	56
"1140"	"CHIKV"	19	33	2015	23
"1141"	"CHIKV"	20	33	2015	1
"1142"	"CHIKV"	23	33	2015	9
"1143"	"CHIKV"	25	33	2015	72
"1144"	"CHIKV"	27	33	2015	8
"1145"	"CHIKV"	41	33	2015	62
"1146"	"CHIKV"	47	33	2015	9
"1147"	"CHIKV"	50	33	2015	78
"1148"	"CHIKV"	52	33	2015	2
"1149"	"CHIKV"	54	33	2015	7
"1150"	"CHIKV"	63	33	2015	122
"1151"	"CHIKV"	66	33	2015	88
"1152"	"CHIKV"	68	33	2015	192
"1153"	"CHIKV"	70	33	2015	6
"1154"	"CHIKV"	73	33	2015	164
"1155"	"CHIKV"	76	33	2015	750
"1156"	"CHIKV"	81	33	2015	30
"1157"	"CHIKV"	85	33	2015	70
"1158"	"CHIKV"	86	33	2015	6
"1159"	"CHIKV"	88	33	2015	37
"1160"	"CHIKV"	95	33	2015	36
"1161"	"CHIKV"	99	33	2015	4
"1162"	"CHIKV"	5	34	2015	84
"1163"	"CHIKV"	8	34	2015	64
"1164"	"CHIKV"	15	34	2015	12
"1165"	"CHIKV"	17	34	2015	14
"1166"	"CHIKV"	18	34	2015	44
"1167"	"CHIKV"	19	34	2015	17
"1168"	"CHIKV"	20	34	2015	4
"1169"	"CHIKV"	23	34	2015	15
"1170"	"CHIKV"	25	34	2015	62
"1171"	"CHIKV"	27	34	2015	49
"1172"	"CHIKV"	41	34	2015	85
"1173"	"CHIKV"	47	34	2015	4
"1174"	"CHIKV"	50	34	2015	98
"1175"	"CHIKV"	52	34	2015	1
"1176"	"CHIKV"	54	34	2015	4
"1177"	"CHIKV"	63	34	2015	134
"1178"	"CHIKV"	66	34	2015	79
"1179"	"CHIKV"	68	34	2015	211
"1180"	"CHIKV"	70	34	2015	23
"1181"	"CHIKV"	73	34	2015	109
"1182"	"CHIKV"	76	34	2015	618
"1183"	"CHIKV"	81	34	2015	25
"1184"	"CHIKV"	85	34	2015	48
"1185"	"CHIKV"	86	34	2015	7
"1186"	"CHIKV"	88	34	2015	24
"1187"	"CHIKV"	95	34	2015	47
"1188"	"CHIKV"	5	35	2015	91
"1189"	"CHIKV"	8	35	2015	54
"1190"	"CHIKV"	15	35	2015	10
"1191"	"CHIKV"	17	35	2015	14
"1192"	"CHIKV"	18	35	2015	38
"1193"	"CHIKV"	19	35	2015	29
"1194"	"CHIKV"	20	35	2015	7
"1195"	"CHIKV"	23	35	2015	9
"1196"	"CHIKV"	25	35	2015	44
"1197"	"CHIKV"	27	35	2015	5
"1198"	"CHIKV"	41	35	2015	50
"1199"	"CHIKV"	47	35	2015	5
"1200"	"CHIKV"	50	35	2015	90
"1201"	"CHIKV"	54	35	2015	4
"1202"	"CHIKV"	63	35	2015	102
"1203"	"CHIKV"	66	35	2015	98
"1204"	"CHIKV"	68	35	2015	230
"1205"	"CHIKV"	70	35	2015	9
"1206"	"CHIKV"	73	35	2015	72
"1207"	"CHIKV"	76	35	2015	422
"1208"	"CHIKV"	81	35	2015	15
"1209"	"CHIKV"	85	35	2015	54
"1210"	"CHIKV"	86	35	2015	3
"1211"	"CHIKV"	88	35	2015	25
"1212"	"CHIKV"	95	35	2015	35
"1213"	"CHIKV"	5	36	2015	41
"1214"	"CHIKV"	8	36	2015	57
"1215"	"CHIKV"	13	36	2015	7
"1216"	"CHIKV"	15	36	2015	2
"1217"	"CHIKV"	17	36	2015	44
"1218"	"CHIKV"	18	36	2015	49
"1219"	"CHIKV"	19	36	2015	18
"1220"	"CHIKV"	20	36	2015	2
"1221"	"CHIKV"	23	36	2015	11
"1222"	"CHIKV"	25	36	2015	80
"1223"	"CHIKV"	27	36	2015	13
"1224"	"CHIKV"	41	36	2015	89
"1225"	"CHIKV"	47	36	2015	3
"1226"	"CHIKV"	50	36	2015	107
"1227"	"CHIKV"	54	36	2015	4
"1228"	"CHIKV"	63	36	2015	89
"1229"	"CHIKV"	66	36	2015	102
"1230"	"CHIKV"	68	36	2015	149
"1231"	"CHIKV"	70	36	2015	10
"1232"	"CHIKV"	73	36	2015	119
"1233"	"CHIKV"	76	36	2015	397
"1234"	"CHIKV"	81	36	2015	15
"1235"	"CHIKV"	85	36	2015	38
"1236"	"CHIKV"	86	36	2015	7
"1237"	"CHIKV"	88	36	2015	13
"1238"	"CHIKV"	95	36	2015	29
"1239"	"CHIKV"	99	36	2015	8
"1240"	"CHIKV"	5	37	2015	76
"1241"	"CHIKV"	8	37	2015	61
"1242"	"CHIKV"	13	37	2015	4
"1243"	"CHIKV"	15	37	2015	13
"1244"	"CHIKV"	17	37	2015	16
"1245"	"CHIKV"	18	37	2015	25
"1246"	"CHIKV"	19	37	2015	6
"1247"	"CHIKV"	20	37	2015	13
"1248"	"CHIKV"	23	37	2015	10
"1249"	"CHIKV"	25	37	2015	111
"1250"	"CHIKV"	27	37	2015	3
"1251"	"CHIKV"	41	37	2015	36
"1252"	"CHIKV"	47	37	2015	4
"1253"	"CHIKV"	50	37	2015	70
"1254"	"CHIKV"	54	37	2015	7
"1255"	"CHIKV"	63	37	2015	99
"1256"	"CHIKV"	66	37	2015	151
"1257"	"CHIKV"	68	37	2015	194
"1258"	"CHIKV"	70	37	2015	10
"1259"	"CHIKV"	73	37	2015	149
"1260"	"CHIKV"	76	37	2015	392
"1261"	"CHIKV"	81	37	2015	5
"1262"	"CHIKV"	85	37	2015	32
"1263"	"CHIKV"	86	37	2015	46
"1264"	"CHIKV"	88	37	2015	14
"1265"	"CHIKV"	95	37	2015	25
"1266"	"CHIKV"	99	37	2015	3
"1267"	"CHIKV"	5	38	2015	23
"1268"	"CHIKV"	8	38	2015	53
"1269"	"CHIKV"	13	38	2015	2
"1270"	"CHIKV"	15	38	2015	8
"1271"	"CHIKV"	17	38	2015	14
"1272"	"CHIKV"	18	38	2015	13
"1273"	"CHIKV"	19	38	2015	5
"1274"	"CHIKV"	20	38	2015	5
"1275"	"CHIKV"	23	38	2015	6
"1276"	"CHIKV"	25	38	2015	120
"1277"	"CHIKV"	27	38	2015	8
"1278"	"CHIKV"	41	38	2015	82
"1279"	"CHIKV"	47	38	2015	40
"1280"	"CHIKV"	50	38	2015	139
"1281"	"CHIKV"	54	38	2015	12
"1282"	"CHIKV"	63	38	2015	75
"1283"	"CHIKV"	66	38	2015	66
"1284"	"CHIKV"	68	38	2015	194
"1285"	"CHIKV"	70	38	2015	4
"1286"	"CHIKV"	73	38	2015	95
"1287"	"CHIKV"	76	38	2015	242
"1288"	"CHIKV"	81	38	2015	8
"1289"	"CHIKV"	85	38	2015	20
"1290"	"CHIKV"	86	38	2015	26
"1291"	"CHIKV"	88	38	2015	22
"1292"	"CHIKV"	95	38	2015	16
"1293"	"CHIKV"	99	38	2015	3
"1294"	"CHIKV"	5	39	2015	70
"1295"	"CHIKV"	8	39	2015	78
"1296"	"CHIKV"	13	39	2015	4
"1297"	"CHIKV"	15	39	2015	6
"1298"	"CHIKV"	17	39	2015	22
"1299"	"CHIKV"	18	39	2015	27
"1300"	"CHIKV"	19	39	2015	3
"1301"	"CHIKV"	20	39	2015	4
"1302"	"CHIKV"	23	39	2015	11
"1303"	"CHIKV"	25	39	2015	85
"1304"	"CHIKV"	41	39	2015	85
"1305"	"CHIKV"	44	39	2015	0
"1306"	"CHIKV"	47	39	2015	16
"1307"	"CHIKV"	50	39	2015	48
"1308"	"CHIKV"	54	39	2015	15
"1309"	"CHIKV"	63	39	2015	68
"1310"	"CHIKV"	66	39	2015	96
"1311"	"CHIKV"	68	39	2015	165
"1312"	"CHIKV"	70	39	2015	6
"1313"	"CHIKV"	73	39	2015	103
"1314"	"CHIKV"	76	39	2015	336
"1315"	"CHIKV"	81	39	2015	4
"1316"	"CHIKV"	85	39	2015	13
"1317"	"CHIKV"	86	39	2015	15
"1318"	"CHIKV"	88	39	2015	32
"1319"	"CHIKV"	95	39	2015	24
"1320"	"CHIKV"	99	39	2015	1
"1321"	"CHIKV"	5	40	2015	199
"1322"	"CHIKV"	8	40	2015	56
"1323"	"CHIKV"	13	40	2015	19
"1324"	"CHIKV"	15	40	2015	4
"1325"	"CHIKV"	17	40	2015	9
"1326"	"CHIKV"	18	40	2015	13
"1327"	"CHIKV"	19	40	2015	3
"1328"	"CHIKV"	20	40	2015	2
"1329"	"CHIKV"	23	40	2015	3
"1330"	"CHIKV"	25	40	2015	106
"1331"	"CHIKV"	41	40	2015	55
"1332"	"CHIKV"	44	40	2015	0
"1333"	"CHIKV"	47	40	2015	5
"1334"	"CHIKV"	50	40	2015	31
"1335"	"CHIKV"	54	40	2015	3
"1336"	"CHIKV"	63	40	2015	57
"1337"	"CHIKV"	66	40	2015	84
"1338"	"CHIKV"	68	40	2015	179
"1339"	"CHIKV"	70	40	2015	12
"1340"	"CHIKV"	73	40	2015	71
"1341"	"CHIKV"	76	40	2015	212
"1342"	"CHIKV"	81	40	2015	3
"1343"	"CHIKV"	85	40	2015	3
"1344"	"CHIKV"	86	40	2015	30
"1345"	"CHIKV"	88	40	2015	17
"1346"	"CHIKV"	95	40	2015	20
"1347"	"CHIKV"	5	41	2015	42
"1348"	"CHIKV"	8	41	2015	50
"1349"	"CHIKV"	13	41	2015	16
"1350"	"CHIKV"	15	41	2015	4
"1351"	"CHIKV"	17	41	2015	7
"1352"	"CHIKV"	18	41	2015	6
"1353"	"CHIKV"	19	41	2015	3
"1354"	"CHIKV"	20	41	2015	3
"1355"	"CHIKV"	23	41	2015	6
"1356"	"CHIKV"	25	41	2015	102
"1357"	"CHIKV"	41	41	2015	32
"1358"	"CHIKV"	44	41	2015	0
"1359"	"CHIKV"	47	41	2015	12
"1360"	"CHIKV"	50	41	2015	132
"1361"	"CHIKV"	54	41	2015	4
"1362"	"CHIKV"	63	41	2015	69
"1363"	"CHIKV"	66	41	2015	96
"1364"	"CHIKV"	68	41	2015	158
"1365"	"CHIKV"	70	41	2015	22
"1366"	"CHIKV"	73	41	2015	116
"1367"	"CHIKV"	76	41	2015	170
"1368"	"CHIKV"	81	41	2015	3
"1369"	"CHIKV"	85	41	2015	13
"1370"	"CHIKV"	86	41	2015	14
"1371"	"CHIKV"	88	41	2015	39
"1372"	"CHIKV"	95	41	2015	20
"1373"	"CHIKV"	5	42	2015	15
"1374"	"CHIKV"	8	42	2015	48
"1375"	"CHIKV"	13	42	2015	16
"1376"	"CHIKV"	15	42	2015	6
"1377"	"CHIKV"	17	42	2015	7
"1378"	"CHIKV"	18	42	2015	11
"1379"	"CHIKV"	19	42	2015	4
"1380"	"CHIKV"	20	42	2015	1
"1381"	"CHIKV"	23	42	2015	3
"1382"	"CHIKV"	25	42	2015	170
"1383"	"CHIKV"	27	42	2015	13
"1384"	"CHIKV"	41	42	2015	42
"1385"	"CHIKV"	44	42	2015	0
"1386"	"CHIKV"	47	42	2015	10
"1387"	"CHIKV"	50	42	2015	59
"1388"	"CHIKV"	54	42	2015	12
"1389"	"CHIKV"	63	42	2015	45
"1390"	"CHIKV"	66	42	2015	84
"1391"	"CHIKV"	68	42	2015	181
"1392"	"CHIKV"	70	42	2015	42
"1393"	"CHIKV"	73	42	2015	86
"1394"	"CHIKV"	76	42	2015	198
"1395"	"CHIKV"	81	42	2015	8
"1396"	"CHIKV"	85	42	2015	6
"1397"	"CHIKV"	86	42	2015	24
"1398"	"CHIKV"	88	42	2015	56
"1399"	"CHIKV"	95	42	2015	17
"1400"	"CHIKV"	5	43	2015	21
"1401"	"CHIKV"	8	43	2015	64
"1402"	"CHIKV"	13	43	2015	13
"1403"	"CHIKV"	15	43	2015	2
"1404"	"CHIKV"	17	43	2015	5
"1405"	"CHIKV"	18	43	2015	11
"1406"	"CHIKV"	19	43	2015	3
"1407"	"CHIKV"	20	43	2015	5
"1408"	"CHIKV"	23	43	2015	6
"1409"	"CHIKV"	25	43	2015	82
"1410"	"CHIKV"	27	43	2015	18
"1411"	"CHIKV"	41	43	2015	103
"1412"	"CHIKV"	44	43	2015	0
"1413"	"CHIKV"	47	43	2015	19
"1414"	"CHIKV"	50	43	2015	96
"1415"	"CHIKV"	54	43	2015	13
"1416"	"CHIKV"	63	43	2015	40
"1417"	"CHIKV"	66	43	2015	49
"1418"	"CHIKV"	68	43	2015	122
"1419"	"CHIKV"	70	43	2015	16
"1420"	"CHIKV"	73	43	2015	814
"1421"	"CHIKV"	76	43	2015	153
"1422"	"CHIKV"	81	43	2015	4
"1423"	"CHIKV"	85	43	2015	10
"1424"	"CHIKV"	86	43	2015	32
"1425"	"CHIKV"	88	43	2015	137
"1426"	"CHIKV"	95	43	2015	25
"1427"	"CHIKV"	99	43	2015	1
"1428"	"CHIKV"	5	44	2015	20
"1429"	"CHIKV"	8	44	2015	50
"1430"	"CHIKV"	13	44	2015	62
"1431"	"CHIKV"	15	44	2015	5
"1432"	"CHIKV"	17	44	2015	12
"1433"	"CHIKV"	18	44	2015	9
"1434"	"CHIKV"	19	44	2015	1
"1435"	"CHIKV"	20	44	2015	5
"1436"	"CHIKV"	23	44	2015	7
"1437"	"CHIKV"	25	44	2015	34
"1438"	"CHIKV"	41	44	2015	46
"1439"	"CHIKV"	44	44	2015	0
"1440"	"CHIKV"	47	44	2015	15
"1441"	"CHIKV"	50	44	2015	51
"1442"	"CHIKV"	54	44	2015	3
"1443"	"CHIKV"	63	44	2015	46
"1444"	"CHIKV"	66	44	2015	32
"1445"	"CHIKV"	68	44	2015	97
"1446"	"CHIKV"	70	44	2015	24
"1447"	"CHIKV"	73	44	2015	83
"1448"	"CHIKV"	76	44	2015	132
"1449"	"CHIKV"	81	44	2015	5
"1450"	"CHIKV"	85	44	2015	4
"1451"	"CHIKV"	86	44	2015	28
"1452"	"CHIKV"	95	44	2015	14
"1453"	"CHIKV"	99	44	2015	3
"1454"	"CHIKV"	5	45	2015	63
"1455"	"CHIKV"	8	45	2015	69
"1456"	"CHIKV"	13	45	2015	44
"1457"	"CHIKV"	15	45	2015	2
"1458"	"CHIKV"	17	45	2015	3
"1459"	"CHIKV"	18	45	2015	10
"1460"	"CHIKV"	19	45	2015	1
"1461"	"CHIKV"	20	45	2015	9
"1462"	"CHIKV"	23	45	2015	10
"1463"	"CHIKV"	25	45	2015	57
"1464"	"CHIKV"	41	45	2015	46
"1465"	"CHIKV"	44	45	2015	0
"1466"	"CHIKV"	47	45	2015	11
"1467"	"CHIKV"	50	45	2015	70
"1468"	"CHIKV"	54	45	2015	6
"1469"	"CHIKV"	63	45	2015	50
"1470"	"CHIKV"	66	45	2015	31
"1471"	"CHIKV"	68	45	2015	82
"1472"	"CHIKV"	70	45	2015	19
"1473"	"CHIKV"	73	45	2015	78
"1474"	"CHIKV"	76	45	2015	138
"1475"	"CHIKV"	81	45	2015	4
"1476"	"CHIKV"	85	45	2015	12
"1477"	"CHIKV"	86	45	2015	20
"1478"	"CHIKV"	95	45	2015	24
"1479"	"CHIKV"	5	46	2015	31
"1480"	"CHIKV"	8	46	2015	65
"1481"	"CHIKV"	13	46	2015	38
"1482"	"CHIKV"	15	46	2015	7
"1483"	"CHIKV"	17	46	2015	5
"1484"	"CHIKV"	18	46	2015	11
"1485"	"CHIKV"	19	46	2015	4
"1486"	"CHIKV"	20	46	2015	8
"1487"	"CHIKV"	23	46	2015	13
"1488"	"CHIKV"	25	46	2015	71
"1489"	"CHIKV"	41	46	2015	35
"1490"	"CHIKV"	44	46	2015	0
"1491"	"CHIKV"	47	46	2015	2
"1492"	"CHIKV"	50	46	2015	63
"1493"	"CHIKV"	54	46	2015	8
"1494"	"CHIKV"	63	46	2015	22
"1495"	"CHIKV"	66	46	2015	23
"1496"	"CHIKV"	68	46	2015	52
"1497"	"CHIKV"	70	46	2015	22
"1498"	"CHIKV"	73	46	2015	78
"1499"	"CHIKV"	76	46	2015	102
"1500"	"CHIKV"	81	46	2015	4
"1501"	"CHIKV"	85	46	2015	10
"1502"	"CHIKV"	86	46	2015	36
"1503"	"CHIKV"	95	46	2015	8
"1504"	"CHIKV"	99	46	2015	6
"1505"	"CHIKV"	5	47	2015	35
"1506"	"CHIKV"	8	47	2015	83
"1507"	"CHIKV"	13	47	2015	45
"1508"	"CHIKV"	15	47	2015	4
"1509"	"CHIKV"	17	47	2015	1
"1510"	"CHIKV"	18	47	2015	3
"1511"	"CHIKV"	19	47	2015	1
"1512"	"CHIKV"	20	47	2015	7
"1513"	"CHIKV"	23	47	2015	12
"1514"	"CHIKV"	25	47	2015	58
"1515"	"CHIKV"	41	47	2015	23
"1516"	"CHIKV"	44	47	2015	3
"1517"	"CHIKV"	47	47	2015	12
"1518"	"CHIKV"	50	47	2015	31
"1519"	"CHIKV"	54	47	2015	8
"1520"	"CHIKV"	63	47	2015	35
"1521"	"CHIKV"	66	47	2015	30
"1522"	"CHIKV"	68	47	2015	65
"1523"	"CHIKV"	70	47	2015	24
"1524"	"CHIKV"	73	47	2015	74
"1525"	"CHIKV"	76	47	2015	593
"1526"	"CHIKV"	81	47	2015	2
"1527"	"CHIKV"	85	47	2015	1
"1528"	"CHIKV"	86	47	2015	58
"1529"	"CHIKV"	95	47	2015	21
"1530"	"CHIKV"	99	47	2015	2
"1531"	"CHIKV"	5	48	2015	31
"1532"	"CHIKV"	8	48	2015	55
"1533"	"CHIKV"	13	48	2015	6
"1534"	"CHIKV"	15	48	2015	2
"1535"	"CHIKV"	17	48	2015	4
"1536"	"CHIKV"	18	48	2015	5
"1537"	"CHIKV"	19	48	2015	2
"1538"	"CHIKV"	20	48	2015	8
"1539"	"CHIKV"	23	48	2015	15
"1540"	"CHIKV"	25	48	2015	25
"1541"	"CHIKV"	41	48	2015	27
"1542"	"CHIKV"	44	48	2015	0
"1543"	"CHIKV"	47	48	2015	4
"1544"	"CHIKV"	50	48	2015	53
"1545"	"CHIKV"	54	48	2015	12
"1546"	"CHIKV"	63	48	2015	25
"1547"	"CHIKV"	66	48	2015	44
"1548"	"CHIKV"	68	48	2015	54
"1549"	"CHIKV"	70	48	2015	13
"1550"	"CHIKV"	73	48	2015	76
"1551"	"CHIKV"	76	48	2015	344
"1552"	"CHIKV"	81	48	2015	1
"1553"	"CHIKV"	85	48	2015	4
"1554"	"CHIKV"	86	48	2015	25
"1555"	"CHIKV"	95	48	2015	19
"1556"	"CHIKV"	5	49	2015	16
"1557"	"CHIKV"	8	49	2015	79
"1558"	"CHIKV"	13	49	2015	2
"1559"	"CHIKV"	15	49	2015	3
"1560"	"CHIKV"	17	49	2015	11
"1561"	"CHIKV"	18	49	2015	7
"1562"	"CHIKV"	19	49	2015	3
"1563"	"CHIKV"	20	49	2015	2
"1564"	"CHIKV"	23	49	2015	18
"1565"	"CHIKV"	25	49	2015	14
"1566"	"CHIKV"	41	49	2015	45
"1567"	"CHIKV"	44	49	2015	1
"1568"	"CHIKV"	47	49	2015	3
"1569"	"CHIKV"	50	49	2015	41
"1570"	"CHIKV"	54	49	2015	8
"1571"	"CHIKV"	63	49	2015	19
"1572"	"CHIKV"	66	49	2015	26
"1573"	"CHIKV"	68	49	2015	59
"1574"	"CHIKV"	70	49	2015	13
"1575"	"CHIKV"	73	49	2015	97
"1576"	"CHIKV"	76	49	2015	75
"1577"	"CHIKV"	81	49	2015	2
"1578"	"CHIKV"	85	49	2015	6
"1579"	"CHIKV"	86	49	2015	20
"1580"	"CHIKV"	95	49	2015	19
"1581"	"CHIKV"	5	50	2015	23
"1582"	"CHIKV"	8	50	2015	122
"1583"	"CHIKV"	13	50	2015	8
"1584"	"CHIKV"	15	50	2015	3
"1585"	"CHIKV"	17	50	2015	6
"1586"	"CHIKV"	18	50	2015	11
"1587"	"CHIKV"	19	50	2015	1
"1588"	"CHIKV"	20	50	2015	5
"1589"	"CHIKV"	23	50	2015	11
"1590"	"CHIKV"	25	50	2015	20
"1591"	"CHIKV"	41	50	2015	45
"1592"	"CHIKV"	44	50	2015	0
"1593"	"CHIKV"	47	50	2015	5
"1594"	"CHIKV"	50	50	2015	7
"1595"	"CHIKV"	54	50	2015	9
"1596"	"CHIKV"	63	50	2015	21
"1597"	"CHIKV"	66	50	2015	62
"1598"	"CHIKV"	68	50	2015	44
"1599"	"CHIKV"	70	50	2015	112
"1600"	"CHIKV"	73	50	2015	67
"1601"	"CHIKV"	76	50	2015	128
"1602"	"CHIKV"	85	50	2015	4
"1603"	"CHIKV"	86	50	2015	62
"1604"	"CHIKV"	95	50	2015	23
"1605"	"CHIKV"	99	50	2015	1
"1606"	"CHIKV"	5	51	2015	19
"1607"	"CHIKV"	8	51	2015	85
"1608"	"CHIKV"	15	51	2015	7
"1609"	"CHIKV"	17	51	2015	12
"1610"	"CHIKV"	18	51	2015	5
"1611"	"CHIKV"	19	51	2015	7
"1612"	"CHIKV"	20	51	2015	7
"1613"	"CHIKV"	23	51	2015	16
"1614"	"CHIKV"	25	51	2015	17
"1615"	"CHIKV"	41	51	2015	31
"1616"	"CHIKV"	44	51	2015	0
"1617"	"CHIKV"	47	51	2015	3
"1618"	"CHIKV"	50	51	2015	56
"1619"	"CHIKV"	54	51	2015	5
"1620"	"CHIKV"	63	51	2015	40
"1621"	"CHIKV"	66	51	2015	26
"1622"	"CHIKV"	68	51	2015	40
"1623"	"CHIKV"	70	51	2015	7
"1624"	"CHIKV"	73	51	2015	47
"1625"	"CHIKV"	76	51	2015	64
"1626"	"CHIKV"	85	51	2015	3
"1627"	"CHIKV"	86	51	2015	39
"1628"	"CHIKV"	94	51	2015	1
"1629"	"CHIKV"	95	51	2015	10
"1630"	"CHIKV"	5	52	2015	14
"1631"	"CHIKV"	8	52	2015	84
"1632"	"CHIKV"	15	52	2015	10
"1633"	"CHIKV"	18	52	2015	12
"1634"	"CHIKV"	19	52	2015	3
"1635"	"CHIKV"	20	52	2015	3
"1636"	"CHIKV"	23	52	2015	6
"1637"	"CHIKV"	25	52	2015	21
"1638"	"CHIKV"	41	52	2015	26
"1639"	"CHIKV"	44	52	2015	0
"1640"	"CHIKV"	47	52	2015	3
"1641"	"CHIKV"	50	52	2015	14
"1642"	"CHIKV"	54	52	2015	9
"1643"	"CHIKV"	63	52	2015	23
"1644"	"CHIKV"	66	52	2015	18
"1645"	"CHIKV"	68	52	2015	39
"1646"	"CHIKV"	70	52	2015	2
"1647"	"CHIKV"	73	52	2015	67
"1648"	"CHIKV"	76	52	2015	76
"1649"	"CHIKV"	81	52	2015	2
"1650"	"CHIKV"	86	52	2015	18
"1651"	"CHIKV"	95	52	2015	8
"1652"	"CHIKV"	99	52	2015	1
"1653"	"CHIKV"	5	1	2016	25
"1654"	"CHIKV"	8	1	2016	112
"1655"	"CHIKV"	15	1	2016	8
"1656"	"CHIKV"	17	1	2016	3
"1657"	"CHIKV"	18	1	2016	56
"1658"	"CHIKV"	19	1	2016	5
"1659"	"CHIKV"	20	1	2016	9
"1660"	"CHIKV"	23	1	2016	16
"1661"	"CHIKV"	25	1	2016	31
"1662"	"CHIKV"	41	1	2016	123
"1663"	"CHIKV"	44	1	2016	0
"1664"	"CHIKV"	47	1	2016	1
"1665"	"CHIKV"	50	1	2016	6
"1666"	"CHIKV"	54	1	2016	10
"1667"	"CHIKV"	63	1	2016	25
"1668"	"CHIKV"	66	1	2016	29
"1669"	"CHIKV"	68	1	2016	38
"1670"	"CHIKV"	70	1	2016	12
"1671"	"CHIKV"	73	1	2016	65
"1672"	"CHIKV"	76	1	2016	130
"1673"	"CHIKV"	81	1	2016	3
"1674"	"CHIKV"	85	1	2016	2
"1675"	"CHIKV"	86	1	2016	23
"1676"	"CHIKV"	99	1	2016	1
"1677"	"CHIKV"	5	2	2016	20
"1678"	"CHIKV"	8	2	2016	72
"1679"	"CHIKV"	15	2	2016	7
"1680"	"CHIKV"	17	2	2016	5
"1681"	"CHIKV"	18	2	2016	50
"1682"	"CHIKV"	19	2	2016	5
"1683"	"CHIKV"	20	2	2016	7
"1684"	"CHIKV"	23	2	2016	12
"1685"	"CHIKV"	25	2	2016	30
"1686"	"CHIKV"	41	2	2016	63
"1687"	"CHIKV"	44	2	2016	1
"1688"	"CHIKV"	47	2	2016	57
"1689"	"CHIKV"	50	2	2016	41
"1690"	"CHIKV"	54	2	2016	8
"1691"	"CHIKV"	63	2	2016	24
"1692"	"CHIKV"	66	2	2016	23
"1693"	"CHIKV"	68	2	2016	58
"1694"	"CHIKV"	70	2	2016	5
"1695"	"CHIKV"	73	2	2016	77
"1696"	"CHIKV"	76	2	2016	130
"1697"	"CHIKV"	81	2	2016	6
"1698"	"CHIKV"	85	2	2016	2
"1699"	"CHIKV"	86	2	2016	27
"1700"	"CHIKV"	99	2	2016	2
"1701"	"CHIKV"	5	3	2016	54
"1702"	"CHIKV"	8	3	2016	75
"1703"	"CHIKV"	17	3	2016	11
"1704"	"CHIKV"	18	3	2016	56
"1705"	"CHIKV"	19	3	2016	6
"1706"	"CHIKV"	20	3	2016	8
"1707"	"CHIKV"	23	3	2016	11
"1708"	"CHIKV"	25	3	2016	57
"1709"	"CHIKV"	41	3	2016	54
"1710"	"CHIKV"	44	3	2016	0
"1711"	"CHIKV"	47	3	2016	1
"1712"	"CHIKV"	50	3	2016	53
"1713"	"CHIKV"	54	3	2016	4
"1714"	"CHIKV"	63	3	2016	15
"1715"	"CHIKV"	66	3	2016	29
"1716"	"CHIKV"	68	3	2016	60
"1717"	"CHIKV"	70	3	2016	39
"1718"	"CHIKV"	73	3	2016	91
"1719"	"CHIKV"	76	3	2016	108
"1720"	"CHIKV"	81	3	2016	9
"1721"	"CHIKV"	85	3	2016	2
"1722"	"CHIKV"	86	3	2016	35
"1723"	"CHIKV"	5	4	2016	11
"1724"	"CHIKV"	8	4	2016	79
"1725"	"CHIKV"	17	4	2016	7
"1726"	"CHIKV"	18	4	2016	52
