"V1"
"23555"	6.7758
"05045"	18.3716
"25307"	10.5701
"08001"	122.3616
"99524"	1.5886
"13836"	7.3179
"13001"	101.3389
"05266"	22.7644
"13657"	3.3623
"50110"	0.4007
"54001"	65.638
"08078"	5.8426
"08137"	1.5755
"08638"	9.9246
"08685"	2.5449
"08758"	63.2183
"08770"	0.8664
"13683"	2.3105
"68276"	26.6049
"70215"	6.283
"08560"	2.2581
"13052"	7.3891
"13062"	1.0038
"13212"	1.2389
"13244"	7.6051
"13430"	12.3833
"13433"	2.6126
"13442"	4.8439
"13647"	1.6369
"13654"	2.157
"19698"	9.5041
"23660"	9.0093
"25572"	1.9009
"47001"	49.1535
"70508"	2.103
"70742"	3.4016
"13838"	1.5031
"23001"	44.7668
"25488"	1.8856
"44430"	15.9675
"70110"	0.9618
"70823"	1.8895
"73168"	4.7248
"76001"	239.4925
"86001"	4.2882
"86568"	6.0792
"15667"	0.4996
"17174"	5.128
"20238"	2.6587
"23162"	9.2304
"23466"	8.3181
"23500"	2.7859
"47555"	5.8822
"68001"	52.8269
"70001"	27.9031
"70221"	1.3779
"70418"	1.9245
"70523"	1.3953
"85001"	14.2979
"85440"	2.4078
"95001"	6.5611
"13006"	2.3451
"23580"	4.9179
"23672"	3.1942
"23675"	3.516
"23807"	10.2348
"25815"	1.8501
"41001"	34.4026
"41078"	0.9646
"41551"	12.8263
"44001"	26.8712
"44035"	2.7102
"44098"	1.614
"44650"	3.7827
"44847"	18.0385
"47245"	5.5662
"47798"	1.223
"52835"	20.3971
"68081"	19.1704
"68547"	15.2707
"70670"	3.8067
"70820"	3.3871
"73001"	55.8805
"20250"	2.3013
"25245"	2.1949
"50001"	49.5227
"52356"	14.1863
"66001"	47.2
"66400"	3.2112
"68575"	3.151
"70233"	1.067
"73449"	3.6339
"81001"	8.9712
"86757"	2.7116
"86865"	5.2454
"88001"	7.1946
"41132"	3.447
"47460"	2.0213
"54206"	1.3296
"63001"	29.8199
"70400"	1.1262
"70713"	5.0647
"73563"	0.7701
"76113"	2.1124
"76248"	5.7747
"76403"	1.3167
"76520"	30.6706
"19100"	4.47
"70702"	1.2557
"76834"	21.4095
"76892"	11.9932
"08421"	2.7232
"54498"	9.8992
"54820"	1.7284
"73319"	3.2113
"17380"	7.7355
"20001"	46.3219
"20710"	2.5121
"47053"	3.9924
"47189"	10.4617
"54405"	7.7474
"25035"	1.3514
"25875"	2.527
"41016"	2.695
"73055"	1.1839
"73349"	2.4547
"08520"	2.5484
"20011"	9.3917
"25386"	3.1823
"50006"	7.0469
"68147"	0.5543
"73671"	1.4385
"15572"	5.5694
"23417"	11.9061
"25001"	1.091
"25599"	0.7812
"41524"	3.3253
"54874"	9.0544
"73067"	2.2589
"73268"	7.6149
"81736"	4.7594
"08573"	2.6989
"18001"	17.5407
"20060"	3.787
"25290"	13.7164
"63594"	3.5036
"73443"	3.3329
"76147"	13.2959
"05129"	7.8756
"05172"	7.8148
"20045"	1.3388
"23570"	3.9334
"25438"	1.0134
"25878"	1.3342
"41206"	1.2534
"41615"	1.8994
"47960"	0.8841
"73148"	0.8835
"73217"	2.8335
"73275"	2.9199
"73283"	3.0165
"73585"	2.9412
"73861"	1.9652
"76130"	8.2908
"05154"	11.4902
"05495"	2.7238
"05837"	16.3525
"18610"	1.5029
"25320"	3.9063
"25368"	0.2683
"25394"	1.0824
"41349"	0.6957
"41799"	1.4273
"41807"	2.035
"41872"	0.7315
"47258"	1.6742
"47551"	3.3753
"47605"	0.8095
"47675"	0.6985
"50606"	1.0628
"54660"	0.8942
"68255"	1.1646
"68307"	18.5314
"68755"	3.0717
"70708"	5.7775
"73030"	0.6755
"73408"	1.7395
"73411"	4.0266
"73504"	3.2431
"73547"	0.564
"76111"	11.5026
"76306"	2.1239
"81065"	4.1743
"81794"	5.3266
"05490"	6.3991
"18247"	2.2183
"23574"	3.0019
"23670"	4.3874
"25258"	0.4807
"25491"	0.8055
"25662"	0.9668
"27001"	11.5907
"41006"	3.3623
"41319"	2.1666
"50313"	6.3451
"50573"	3.3854
"66682"	7.2434
"68745"	0.7688
"73026"	0.8816
"73270"	0.9211
"73483"	2.2516
"73624"	2.0542
"76109"	40.7675
"17867"	0.8321
"23068"	5.2156
"25086"	0.2228
"25148"	1.671
"25483"	0.2218
"41020"	2.4564
"41298"	9.0187
"73520"	0.916
"73770"	0.4547
"76041"	1.9451
"76869"	1.1142
"81300"	2.5745
"05591"	2.0483
"17001"	39.7466
"18753"	6.9214
"20032"	1.9255
"20175"	3.0585
"20621"	2.2887
"25612"	0.9579
"41676"	1.145
"41797"	0.928
"68615"	2.6896
"76823"	1.6458
"05147"	5.722
"05579"	4.7717
"13688"	4.296
"20570"	2.2837
"23300"	1.5487
"47720"	1.2773
"54810"	3.6708
"76400"	3.836
"76497"	1.5062
"76563"	5.5842
"18094"	1.1601
"18785"	0.9143
"63470"	4.1438
"85162"	1.5021
"05042"	2.4724
"05585"	1.8846
"05665"	3.1539
"17495"	0.6322
"19532"	3.6544
"20295"	1.6856
"41518"	0.5606
"41548"	1.3772
"41791"	1.7763
"54239"	0.3735
"66440"	2.3504
"76828"	1.8037
"76895"	4.5683
"85010"	3.9664
"85250"	2.6534
"85410"	2.2726
"86885"	2.1215
"05051"	4.1209
"05390"	0.6507
"18410"	2.3789
"25053"	1.233
"47707"	2.6257
"63272"	1.3465
"73616"	2.4459
"76122"	2.9732
"85430"	1.5105
"05756"	3.5056
"19513"	0.7837
"19845"	1.6397
"27006"	0.9505
"76622"	3.2601
"76736"	4.4875
"05656"	1.2724
"17877"	1.2438
"41396"	6.3828
"41770"	1.9494
"76863"	0.7119
"19455"	4.0455
"19809"	2.1738
"25168"	0.3979
"25530"	0.7754
"50226"	1.815
"66594"	3.3816
"70678"	2.5723
"76233"	3.6524
"76890"	1.6338
"50223"	0.603
"50711"	2.5908
"76036"	1.7787
"76054"	0.6419
"76318"	3.4799
"76364"	12.2071
"18205"	1.1737
"66170"	20.0832
"73236"	0.8015
"86320"	5.376
"17013"	2.1865
"99773"	3.774
"86571"	2.3835
"18256"	2.0528
"76020"	2.1799
"76275"	5.8343
"81220"	0.3293
"27810"	0.9748
"63401"	4.3159
"05761"	1.4821
"85139"	1.113
"85263"	0.7915
"05736"	4.0688
"66045"	1.9129
"68406"	3.9398
"76845"	0.5416
"05628"	0.8191
"17442"	0.9162
"19212"	3.2296
"52786"	2.0902
"66687"	1.5751
"17777"	2.691
